file_id,file_keyword,importance_score,importance_label
I00878,next of kin,5,Medium
I00879,blood group,10,High
I00880,biometric,3,Low
I00881,aadhar,3,Low
I00882,aadhaar,10,High
I00883,uid,8,High
I00884,passport,9,High
I00885,visa,8,High
I00886,voter id,5,Medium
I00887,driving licence,6,Medium
I00888,driver license,5,Medium
I00889,dl no,1,Low
I00890,license number,5,Medium
I00891,dob,3,Low
I00892,date of birth,7,Medium
I00893,address,3,Low
I00894,phone number,3,Low
I00895,mobile number,8,High
I00896,contact number,3,Low
I00897,telephone,8,High
I00898,email,3,Low
I00899,e-mail,4,Medium
I00900,signature,4,Medium
I00901,photo id,8,High
I00902,identity proof,7,Medium
I00903,id proof,3,Low
I00904,national id,5,Medium
I00905,social security,6,Medium
I00906,ssn,9,High
I00907,personal information,1,Low
I00908,father's name,3,Low
I00909,mother's name,5,Medium
I00910,spouse,9,High
I00911,marital status,2,Low
I00912,nationality,10,High
I00913,citizenship,5,Medium
I00914,resident,5,Medium
I00915,domicile,6,Medium
I00916,gender,5,Medium
I00917,emergency contact,2,Low
I00918,next of kin,7,Medium
I00919,blood group,10,High
I00920,biometric,4,Medium
I00921,aadhar,9,High
I00922,aadhaar,5,Medium
I00923,uid,8,High
I00924,passport,1,Low
I00925,visa,9,High
I00926,voter id,5,Medium
I00927,driving licence,7,Medium
I00928,driver license,3,Low
I00929,dl no,8,High
I00930,license number,3,Low
I00931,dob,8,High
I00932,date of birth,2,Low
I00933,address,6,Medium
I00934,phone number,5,Medium
I00935,mobile number,5,Medium
I00936,contact number,2,Low
I00937,telephone,9,High
I00938,email,1,Low
I00939,e-mail,7,Medium
I00940,signature,6,Medium
I00941,photo id,5,Medium
I00942,identity proof,2,Low
I00943,id proof,5,Medium
I00944,national id,3,Low
I00945,social security,3,Low
I00946,ssn,3,Low
I00947,personal information,6,Medium
I00948,father's name,6,Medium
I00949,mother's name,10,High
I00950,spouse,10,High
I00951,marital status,10,High
I00952,nationality,1,Low
I00953,citizenship,1,Low
I00954,resident,5,Medium
I00955,domicile,5,Medium
I00956,gender,3,Low
I00957,emergency contact,4,Medium
I00958,next of kin,6,Medium
I00959,blood group,10,High
I00960,biometric,3,Low
I00961,aadhar,3,Low
I00962,aadhaar,1,Low
I00963,uid,9,High
I00964,passport,9,High
I00965,visa,6,Medium
I00966,voter id,2,Low
I00967,driving licence,9,High
I00968,driver license,2,Low
I00969,dl no,10,High
I00970,license number,8,High
I00971,dob,9,High
I00972,date of birth,9,High
I00973,address,10,High
I00974,phone number,8,High
I00975,mobile number,5,Medium
I00976,contact number,1,Low
I00977,telephone,10,High
I00978,email,4,Medium
I00979,e-mail,2,Low
I00980,signature,2,Low
I00981,photo id,1,Low
I00982,identity proof,1,Low
I00983,id proof,8,High
I00984,national id,8,High
I00985,social security,8,High
I00986,ssn,1,Low
I00987,personal information,10,High
I00988,father's name,6,Medium
I00989,mother's name,1,Low
I00990,spouse,10,High
I00991,marital status,1,Low
I00992,nationality,10,High
I00993,citizenship,3,Low
I00994,resident,10,High
I00995,domicile,1,Low
I00996,gender,9,High
I00997,emergency contact,8,High
I00998,next of kin,5,Medium
I00999,blood group,9,High
I01000,biometric,9,High
I01001,aadhar,1,Low
I01002,aadhaar,5,Medium
I01003,uid,8,High
I01004,passport,5,Medium
I01005,visa,9,High
I01006,voter id,3,Low
I01007,driving licence,1,Low
I01008,driver license,2,Low
I01009,dl no,7,Medium
I01010,license number,2,Low
I01011,dob,9,High
I01012,date of birth,2,Low
I01013,address,9,High
I01014,phone number,2,Low
I01015,mobile number,4,Medium
I01016,contact number,10,High
I01017,telephone,2,Low
I01018,email,8,High
I01019,e-mail,5,Medium
I01020,signature,3,Low
I01021,photo id,10,High
I01022,identity proof,6,Medium
I01023,id proof,2,Low
I01024,national id,10,High
I01025,social security,3,Low
I01026,ssn,6,Medium
I01027,personal information,1,Low
I01028,father's name,1,Low
I01029,mother's name,5,Medium
I01030,spouse,2,Low
I01031,marital status,6,Medium
I01032,nationality,9,High
I01033,citizenship,6,Medium
I01034,resident,1,Low
I01035,domicile,6,Medium
I01036,gender,2,Low
I01037,emergency contact,2,Low
I01038,next of kin,4,Medium
I01039,blood group,1,Low
I01040,biometric,5,Medium
I01041,aadhar,7,Medium
I01042,aadhaar,8,High
I01043,uid,4,Medium
I01044,passport,6,Medium
I01045,visa,10,High
I01046,voter id,5,Medium
I01047,driving licence,8,High
I01048,driver license,6,Medium
I01049,dl no,10,High
I01050,license number,9,High
I01051,dob,7,Medium
I01052,date of birth,10,High
I01053,address,4,Medium
I01054,phone number,5,Medium
I01055,mobile number,9,High
I01056,contact number,2,Low
I01057,telephone,9,High
I01058,email,5,Medium
I01059,e-mail,9,High
I01060,signature,10,High
I01061,photo id,9,High
I01062,identity proof,2,Low
I01063,id proof,5,Medium
I01064,national id,9,High
I01065,social security,4,Medium
I01066,ssn,2,Low
I01067,personal information,3,Low
I01068,father's name,1,Low
I01069,mother's name,10,High
I01070,spouse,3,Low
I01071,marital status,3,Low
I01072,nationality,5,Medium
I01073,citizenship,7,Medium
I01074,resident,10,High
I01075,domicile,9,High
I01076,gender,4,Medium
I01077,emergency contact,9,High
I01078,next of kin,1,Low
I01079,blood group,2,Low
I01080,biometric,3,Low
I01081,aadhar,4,Medium
I01082,aadhaar,5,Medium
I01083,uid,5,Medium
I01084,passport,8,High
I01085,visa,3,Low
I01086,voter id,8,High
I01087,driving licence,3,Low
I01088,driver license,8,High
I01089,dl no,3,Low
I01090,license number,10,High
I01091,dob,4,Medium
I01092,date of birth,8,High
I01093,address,5,Medium
I01094,phone number,7,Medium
I01095,mobile number,1,Low
I01096,contact number,10,High
I01097,telephone,4,Medium
I01098,email,9,High
I01099,e-mail,7,Medium
I01100,signature,8,High
I01101,photo id,1,Low
I01102,identity proof,9,High
I01103,id proof,9,High
I01104,national id,8,High
I01105,social security,7,Medium
I01106,ssn,4,Medium
I01107,personal information,8,High
I01108,father's name,1,Low
I01109,mother's name,7,Medium
I01110,spouse,9,High
I01111,marital status,3,Low
I01112,nationality,3,Low
I01113,citizenship,9,High
I01114,resident,9,High
I01115,domicile,9,High
I01116,gender,1,Low
I01117,emergency contact,5,Medium
I01118,next of kin,8,High
I01119,blood group,5,Medium
I01120,biometric,9,High
I01121,aadhar,9,High
I01122,aadhaar,8,High
I01123,uid,2,Low
I01124,passport,9,High
I01125,visa,3,Low
I01126,voter id,5,Medium
I01127,driving licence,4,Medium
I01128,driver license,3,Low
I01129,dl no,9,High
I01130,license number,3,Low
I01131,dob,7,Medium
I01132,date of birth,9,High
I01133,address,8,High
I01134,phone number,8,High
I01135,mobile number,7,Medium
I01136,contact number,2,Low
I01137,telephone,5,Medium
I01138,email,9,High
I01139,e-mail,9,High
I01140,signature,4,Medium
I01141,photo id,10,High
I01142,identity proof,8,High
I01143,id proof,9,High
I01144,national id,4,Medium
I01145,social security,3,Low
I01146,ssn,5,Medium
I01147,personal information,3,Low
I01148,father's name,9,High
I01149,mother's name,2,Low
I01150,spouse,5,Medium
I01151,marital status,1,Low
I01152,nationality,8,High
I01153,citizenship,9,High
I01154,resident,6,Medium
I01155,domicile,3,Low
I01156,gender,10,High
I01157,emergency contact,7,Medium
I01158,next of kin,8,High
I01159,blood group,7,Medium
I01160,biometric,1,Low
I01161,aadhar,3,Low
I01162,aadhaar,9,High
I01163,uid,3,Low
I01164,passport,3,Low
I01165,visa,8,High
I01166,voter id,4,Medium
I01167,driving licence,9,High
I01168,driver license,10,High
I01169,dl no,1,Low
I01170,license number,9,High
I01171,dob,2,Low
I01172,date of birth,3,Low
I01173,address,2,Low
I01174,phone number,7,Medium
I01175,mobile number,10,High
I01176,contact number,7,Medium
I01177,telephone,5,Medium
I01178,email,4,Medium
I01179,e-mail,6,Medium
I01180,signature,3,Low
I01181,photo id,7,Medium
I01182,identity proof,10,High
I01183,id proof,6,Medium
I01184,national id,8,High
I01185,social security,9,High
I01186,ssn,3,Low
I01187,personal information,2,Low
I01188,father's name,2,Low
I01189,mother's name,5,Medium
I01190,spouse,5,Medium
I01191,marital status,3,Low
I01192,nationality,8,High
I01193,citizenship,2,Low
I01194,resident,6,Medium
I01195,domicile,9,High
I01196,gender,1,Low
I01197,emergency contact,9,High
I01198,next of kin,5,Medium
I01199,blood group,10,High
I01200,biometric,6,Medium
